date,symbol,Open,High,Low,Close,Volume
2024-06-03,IFCI.NS,63.0,63.0,60.05,60.9,26001551
2024-06-03,IGARASHI.NS,465.8532,478.9368,458.8159,461.5416,39958
2024-06-03,IGPL.NS,478.4081,484.0646,469.8754,474.2856,43991
2024-06-03,IIFL.NS,407.1375,407.9316,390.1135,397.8562,1255708
2024-06-03,INDHOTEL.NS,571.0397,576.4829,562.1327,570.5449,6380437
2024-06-03,INDIACEM.NS,212.0,218.75,207.65,215.65,4278551
2024-06-03,INDOCO.NS,301.3963,307.6609,301.3963,303.4845,58277
2024-06-03,INDUSINDBK.NS,1495.8931,1515.5922,1477.5765,1510.4575,8265525
2024-06-03,INDUSTOWER.NS,347.4249,356.4839,329.3068,350.7979,29686486
2024-06-03,INFY.NS,1353.5732,1353.5732,1319.7339,1321.5199,10589244
2024-06-03,INGERRAND.NS,4412.6205,4418.3296,4196.7867,4240.6826,24203
2024-06-03,INTELLECT.NS,912.7,912.7,884.0922,889.3427,226900
2024-06-03,IOB.NS,73.7,74.9,70.35,73.2,60182377
2024-06-03,IPCALAB.NS,1165.4037,1165.4037,1115.3898,1118.6646,1217343
2024-06-03,IRB.NS,36.7456,36.7456,34.9724,35.859,347484720
2024-06-03,ITC.NS,378.2108,378.9951,373.5485,375.03,16116836
2024-06-03,ITI.NS,312.0,312.95,302.15,305.45,1968021
2024-06-03,J&KBANK.NS,130.7379,132.4202,127.181,130.3534,11964335
2024-06-03,JAICORPLTD.NS,283.7211,292.9893,275.0203,285.4234,655289
2024-06-03,JAMNAAUTO.NS,118.8257,118.8257,115.9738,116.7343,1899419
2024-06-03,JBMA.NS,1091.1744,1091.1744,1036.3666,1043.3671,566028
2024-06-03,JINDALPOLY.NS,506.3798,511.2961,480.3725,484.2072,35561
2024-06-03,JINDALSAW.NS,271.4572,276.8181,265.5114,268.3381,2751204
2024-06-03,JINDALSTEL.NS,1073.6879,1073.6879,1042.8691,1051.2697,2006398
2024-06-03,JKCEMENT.NS,3958.9663,4023.7579,3909.408,3982.4099,207013
2024-06-03,JKLAKSHMI.NS,785.4881,790.3669,761.6794,765.7289,280525
2024-06-03,JKPAPER.NS,377.6365,379.375,369.9099,371.4553,670005
2024-06-03,JKTYRE.NS,413.7404,413.9838,396.2173,397.7749,692786
2024-06-03,JMFINANCIL.NS,75.5152,75.5152,73.1364,74.3491,4841868
2024-06-03,JPPOWER.NS,20.2,20.2,19.65,20.15,83244969
2024-06-03,JSL.NS,809.9746,819.9017,779.3536,793.5281,2919689
2024-06-03,JSWENERGY.NS,639.2908,658.946,635.3201,653.8834,6599899
2024-06-03,JSWSTEEL.NS,897.327,902.9353,883.3555,900.5739,2541803
2024-06-03,JTEKTINDIA.NS,171.6292,175.5747,165.0698,169.9524,337156
2024-06-03,JUBLFOOD.NS,508.6083,509.0553,489.7342,494.5023,2677476
2024-06-03,JUBLPHARMA.NS,685.4891,694.3532,655.1542,661.5068,373155
2024-06-03,JUSTDIAL.NS,951.9,965.35,941.0,946.85,508672
2024-06-03,JYOTHYLAB.NS,403.5093,413.1627,378.4589,380.2448,2380434
2024-06-03,KAJARIACER.NS,1226.056,1235.288,1172.4221,1187.6135,125848
2024-06-03,KANSAINER.NS,261.8569,263.3928,258.7853,259.6492,249040
2024-06-03,KARURVYSYA.NS,162.0352,163.6555,159.1996,161.1035,3012180
2024-06-03,KCP.NS,183.7351,185.0687,175.9313,180.5247,790291
2024-06-03,KEC.NS,766.5038,766.5038,738.151,757.7047,350123
2024-06-03,KEI.NS,4191.0878,4240.9817,4133.9096,4198.6216,161467
2024-06-03,KIRIINDUS.NS,313.0,315.0,302.15,304.5,242119
2024-06-03,KNRCON.NS,347.5101,347.5101,320.3189,323.3069,5353285
2024-06-03,KOLTEPATIL.NS,508.4281,508.4281,443.1867,451.0513,395905
2024-06-03,KOTAKBANK.NS,342.925,346.3912,338.6719,342.2477,49005355
2024-06-03,KPRMILL.NS,788.9178,800.7664,761.6661,793.756,193209
2024-06-03,KRBL.NS,265.0244,272.7623,261.2521,262.0743,461374
2024-06-03,KSB.NS,951.4474,958.3491,933.7298,945.4528,152240
2024-06-03,KSCL.NS,846.7103,928.2511,833.3096,855.611,234760
2024-06-03,KSL.NS,819.4845,823.1041,779.9099,785.46,69540
2024-06-03,KTKBANK.NS,208.5502,209.2984,200.9751,202.7052,3155531
2024-06-03,LAOPALA.NS,296.7853,301.4874,286.0904,288.9946,178294
2024-06-03,LGBBROSLTD.NS,1220.9421,1227.7416,1169.3233,1182.5393,40261
2024-06-03,LICHSGFIN.NS,636.9325,651.6675,619.3931,647.3421,5954520
2024-06-03,LT.NS,3753.3227,3816.1149,3700.4605,3793.9673,5767666
2024-06-03,M&M.NS,2509.6035,2586.8881,2505.0715,2567.0552,2701157
2024-06-03,M&MFIN.NS,255.2514,256.4201,252.4464,255.5319,2522525
2024-06-03,MAHABANK.NS,68.7184,69.1891,66.2238,68.2477,75921042
2024-06-03,MAHLIFE.NS,573.2747,581.5972,568.8686,572.932,301162
2024-06-03,MAHSCOOTER.NS,7499.8218,7594.8357,7357.6117,7375.4297,5009
2024-06-03,MAHSEAMLES.NS,643.0844,652.912,624.1927,643.4661,530119
2024-06-03,MAITHANALL.NS,1115.9002,1129.2826,1100.4476,1122.11,72048
2024-06-03,MANAPPURAM.NS,168.3192,169.6719,166.7249,167.5945,8868927
2024-06-03,MANINFRA.NS,194.1625,195.6372,189.7386,191.164,700187
2024-06-03,MARUTI.NS,12443.9827,12443.9827,12034.0831,12105.4971,485936
2024-06-03,MASTEK.NS,2436.2374,2436.2374,2294.9844,2307.8477,42853
2024-06-03,MAYURUNIQ.NS,520.9859,536.5005,516.2386,521.3285,87673
2024-06-03,MCX.NS,756.0506,757.2316,721.9103,723.9547,4537655
2024-06-03,MFSL.NS,935.0,944.35,924.85,937.35,819395
2024-06-03,MHRIL.NS,417.0,417.0,398.2,399.25,223773
2024-06-03,MINDACORP.NS,431.1184,441.946,412.2942,437.4262,1769501
2024-06-03,MMTC.NS,75.1,75.1,72.35,73.25,2447937
2024-06-03,MOIL.NS,526.5663,526.9507,501.5832,504.7061,4243865
2024-06-03,MOREPENLAB.NS,47.7162,47.9648,45.9766,46.4736,3017866
2024-06-03,MOTILALOFS.NS,575.3308,593.4175,562.7439,584.1896,1780088
2024-06-03,MPHASIS.NS,2213.1742,2215.0435,2121.0676,2140.2273,461553
2024-06-03,MRF.NS,128286.3212,128286.3212,126096.9429,126365.9062,17642
2024-06-03,MRPL.NS,204.6925,209.9286,200.3776,206.147,4637350
2024-06-03,NATCOPHARM.NS,1026.3439,1026.3439,985.8433,988.1647,1410126
2024-06-03,NATIONALUM.NS,182.9551,183.3188,177.1354,178.4085,24424876
2024-06-03,NAVINFLUOR.NS,3251.977,3369.6439,3137.7854,3280.1772,410020
2024-06-03,NAVNETEDUL.NS,144.5773,146.5629,137.1546,137.6746,363717
2024-06-03,NBCC.NS,100.952,101.6033,95.7415,98.1188,53593824
2024-06-03,NCC.NS,300.1926,304.986,285.1829,302.9524,14268599
